num,title,artist,songNum,year,genre,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
43,"만약에 (드라마""쾌도 홍길동"")",태연(소녀시대),83377,2008,Ballad,1BHLy0efFQ8FFxyxgJtTMf,0.527,0.378,9,-6.527,1,0.0289,0.82,0,0.115,0.283,145.871
44,밤하늘의 별을(2020),경서,22298,2020,Ballad,7MXtr93z4ltQzhfIxYnYWX,0.583,0.643,3,-5.338,1,0.0775,0.492,0,0.225,0.691,154.133
45,I Love You,포지션,6666,2000,Ballad,0rXBAMbHo7WTddZYfK2AX9,0.397,0.391,10,-8.483,1,0.0305,0.555,0.000164,0.122,0.187,139.956
46,아리랑,SG워너비,45903,2007,Ballad,5Ya9luwvvYgRqIB6GFCp3i,0.609,0.717,1,-5.539,1,0.04,0.271,0.00043,0.0996,0.442,105.02
47,너를 보내고,윤도현밴드,6181,1999,Ballad,6o7xzlqR47HGpbtmCCVw3C,0.576,0.649,0,-4.85,1,0.028,0.774,0.00161,0.115,0.458,118.888
48,"말리 꽃 (영화""비천무"")",이승철,6438,2005,Ballad,1RU6gAnZSoxAE1pYTE7cfh,0.289,0.367,6,-7.238,1,0.0289,0.593,0,0.144,0.11,64.469
49,사랑했나 봐,윤도현,45202,2005,Ballad,1w2hClDL1xH4FPZIipZ1FJ,0.702,0.534,9,-6.102,1,0.0282,0.444,0,0.108,0.544,93.983
50,"그런 사람 또 없습니다 (영화""슬픔보다 더.."")",이승철,46557,2009,Ballad,4IVamb5uivBasUfXsDSmDD,0.435,0.504,1,-6.834,1,0.027,0.581,0,0.694,0.303,137.973
51,그대를 사랑하는 10가지 이유,이석훈,47003,2010,Ballad,1irsHnzK1oo5x0eWJ3pqKx,0.683,0.684,5,-6.381,0,0.0302,0.0503,0,0.242,0.415,117.963
52,오르막길,"윤종신,정인",77313,2012,Ballad,1NiCdqO3SZGPAgJxE8gwgp,0.413,0.38,9,-6.975,1,0.0307,0.677,0,0.568,0.18,133.242
53,화장을 고치고,WAX,7513,2001,Ballad,1QZCHiots2VxitOX5wp10X,0.504,0.37,8,-6.775,1,0.0337,0.736,0,0.134,0.216,135.266
54,끝 사랑,김범수,47408,2011,Ballad,1Uich3MOYxcBw14WavzZpi,0.397,0.335,5,-6.401,1,0.0397,0.651,0,0.119,0.25,141.01
55,응급실 (2021),황인욱,22862,2021,Ballad,3USmrwVK08XzzrIQdYtY1m,0.501,0.442,5,-6.072,1,0.0296,0.714,0,0.124,0.171,141.893
56,"사랑아(드라마 ""내 남자의 여자"")",THE ONE,81766,2007,Ballad,0kJfX857OItSkUSuevwFXR,0.333,0.423,3,-7.001,0,0.0326,0.614,0,0.0864,0.132,134.028
57,바람 기억,나얼,47870,2012,Ballad,1uMLtqpe8beA6fPy3ApJcJ,0.279,0.43,8,-7.412,1,0.0308,0.633,0.00082,0.107,0.147,133.443
58,슬픔 활용법,김범수,46390,2008,Ballad,7fFsLINcNwblIXhF4OSNDC,0.657,0.742,11,-5.685,0,0.0696,0.000515,0.0287,0.1,0.335,131.965
59,가로수 그늘 아래 서면,이문세,1451,2003,Ballad,2X1Cqlc3jMEw7j5scnt6Xv,0.407,0.163,1,-10.118,0,0.0322,0.902,6.45e-06,0.0978,0.184,117.963
60,아로하,쿨,7660,2004,Ballad,1uRB9bYGCSvLSsF4e65UYj,0.529,0.754,3,-4.209,1,0.0551,0.516,0,0.197,0.538,202.018
61,다시 사랑한다 말할까,김동률,7618,2012,Ballad,52p5RtEaTXx1u1udrx8Fqr,0.532,0.54,2,-8.434,1,0.0315,0.176,5.03e-06,0.298,0.243,139.975
62,니 소식,송하예,97922,2019,Ballad,4ivi7tEWb6FEiHrVIL2rgj,0.472,0.6,11,-3.473,1,0.0316,0.693,0,0.15,0.411,135.224
63,다행이다,이적,45912,2007,Ballad,6LLMPJefTffgzRsL4HSmuT,0.437,0.306,4,-9.23,1,0.0396,0.691,0,0.129,0.206,138.734
64,술이 문제야,"장혜진,윤민수",79942,2019,Ballad,6Vu5jrlveGRcQ7FqUujsut,0.565,0.618,8,-4.63,1,0.0407,0.71,0,0.113,0.316,127.824
65,시든 꽃에 물을 주듯,HYNN(박혜원),97859,2019,Ballad,6ylw0U4J3RFj0NoVCMZj93,0.416,0.43,1,-6.117,1,0.0399,0.591,0,0.349,0.151,133.063
66,고맙소,김호중,21659,2020,Ballad,06GizNxrmgbwhIFq00Divq,0.379,0.418,7,-5.876,1,0.0404,0.659,2.74e-06,0.312,0.142,79.812
67,"낙인(드라마""추노"")",임재범,84726,2010,Ballad,0vwe2qufrK0b2UXGesURZw,0.436,0.589,9,-7.659,0,0.0353,0.581,0,0.0992,0.211,143.815
68,총 맞은 것처럼,백지영,83914,2008,Ballad,1eKB7VHL8NmM64993UY1rE,0.715,0.778,10,-1.956,0,0.0267,0.675,0,0.16,0.594,92.025
69,365일,알리,84507,2009,Ballad,633enIZP8zvdSu3Ma0zZs0,0.468,0.392,5,-5.354,1,0.0289,0.583,0,0.0999,0.134,137.516
70,슬픈 언약식,김정민,3951,1995,Ballad,4fjszCyp9aPlac5nTpxYPJ,0.381,0.512,9,-6.364,1,0.0306,0.212,0,0.096,0.191,135.88
71,취중진담,전람회,4772,1996,Ballad,39FFkPyRLQtYBJkgV6ETAw,0.597,0.385,2,-13.326,1,0.0309,0.676,0,0.111,0.312,119.977
72,너에게로 또 다시,변진섭,239,2018,Ballad,2Us7mw6fprGklvfsvYKPV5,0.348,0.554,0,-6.395,0,0.0503,0.367,6.07e-06,0.884,0.314,136.797
73,꽃피는 봄이 오면,BMK,45112,2005,Ballad,1XKyHmwiZojipJUNoIsbhF,0.612,0.492,8,-6.923,1,0.0292,0.186,0,0.0955,0.256,127.959
74,초록빛,폴킴,79738,2019,Ballad,3O4ZjOswNySp5wcmglQhMj,0.403,0.216,0,-10.144,1,0.0347,0.896,0,0.111,0.292,118.964
75,사랑했지만,김길중,98112,2019,Ballad,7sdGJu9g75up0j3LfnUIPZ,0.351,0.258,11,-6.79,1,0.0391,0.905,0,0.164,0.314,68.607
76,"사랑 (드라마""시티 헌터"")",임재범,47387,2011,Ballad,7vAF7yjk44E8kimUqIFXsu,0.431,0.412,1,-6.406,1,0.0284,0.662,0,0.137,0.189,129.584
77,"서쪽하늘 (영화""청연"")",이승철,45430,2005,Ballad,2wKnGjAnQxH9rFDiTSBTyp,0.41,0.463,7,-6.913,0,0.0292,0.607,0,0.117,0.116,109.975
78,사랑아 (나는 가수다 Ver.),THE ONE,87604,2013,Ballad,5TAzrlwHcjsqTtPSBcpL39,0.308,0.619,2,-4.648,0,0.035,0.486,1.55e-06,0.678,0.105,138.076
79,그래 늦지 않았어,녹색지대,5737,1998,Ballad,20CdeaHqFcgqL8rw5QBGcs,0.508,0.69,5,-4.355,1,0.0309,0.314,0,0.406,0.275,79.803
80,Tears,소찬휘,6286,2000,Dance,7vxXOTJxBWRXMrxbiFS1cX,0.33,0.891,0,-1.82,0,0.0452,0.000427,0,0.925,0.149,139.952
81,사랑 비,김태우,46773,2009,Dance,5NPjhp63rwTxH4WNnsbPrt,0.648,0.937,8,-3.841,1,0.0434,0.117,0,0.236,0.427,114.992
82,잘못된 만남,김건모,3658,1995,Dance,5xYps20oq3shRA3TZsSkPI,0.726,0.96,3,-3.429,0,0.0459,0.0358,6.38e-05,0.0374,0.856,137.914
83,8282,다비치,46582,2009,Dance,0a0M1XuLAN2CSlUWryj903,0.561,0.675,2,-5.6,1,0.0783,0.0806,0,0.095,0.277,143.037
84,애상,쿨,5422,2004,Dance,7B04nsd6Y08zVUHSZ2THj4,0.722,0.95,7,-3.712,1,0.0488,0.0368,3.24e-05,0.318,0.925,124.046
85,보여 줄게,에일리,47889,2012,Dance,2MYfUH4Zo7gphaxmMVDrie,0.606,0.872,7,-2.114,0,0.0519,0.262,0,0.125,0.226,129.965
86,빗속의 여인(Remake),김건모,7127,2001,Dance,3mha9zJ31Ya9vSMhkcYnJF,0.587,0.998,10,-4.86,0,0.0506,0.00268,0.0204,0.117,0.927,143.975
87,When We Disco (Duet with 선미),박진영,28021,2020,Dance,2PlqctBgVGDkBbYFDW1jg2,0.678,0.912,8,-3.45,0,0.0293,0.00283,0,0.319,0.692,131.947
88,비행기,거북이,45653,2006,Dance,3GcTcXCJLVdy7iYhSKPGUp,0.745,0.986,7,-2.442,1,0.0683,0.197,0,0.374,0.861,119.963
89,빙고,거북이,64589,2004,Dance,4u7owmZCgtCiuzoUYufdnf,0.742,1.0,8,-1.492,0,0.0431,0.0543,1.31e-05,0.25,0.973,134.96
90,예술이야,PSY,58340,2011,Dance,2aSRUHDFrf6202bDqLQIcd,0.591,0.843,1,-2.983,1,0.028,0.0116,0,0.0643,0.342,128.05
91,붉은 노을,빅뱅,83886,2008,Dance,3qHBjPdFZeS0tfXywAxOKq,0.756,0.87,8,-2.27,1,0.0543,0.0896,0,0.141,0.618,124.983
92,바다의 왕자,박명수,6491,2000,Dance,3OTSFhD4vXLOH10i0FUPgA,0.618,0.983,9,-5.113,1,0.0764,0.0242,0,0.483,0.476,140.008
93,삐딱하게(Crooked),G-DRAGON,48214,2013,Dance,4EwNWRBWdZ6bgvxRHlZ8OO,0.665,0.919,2,-3.211,1,0.0922,0.00191,0,0.0588,0.782,129.962
94,Way Back Home,숀,89692,2018,Dance,3NxuezMdSLgt4OwHzBoUhL,0.745,0.739,10,-4.591,1,0.0327,0.405,0.000183,0.127,0.556,99.913
95,좋은 날,아이유,76754,2010,Dance,1SwZVVH9BnXtLRLi2cbFhw,0.637,0.882,9,-3.034,1,0.0654,0.165,0,0.0981,0.552,128.027
96,순정,코요태,5767,2019,Dance,3r66PWS51DT0mvQmD7ICTc,0.674,0.919,5,-1.787,0,0.0588,0.00638,0,0.333,0.756,136.953
97,운전만 해 (We Ride),브레이브 걸스,28399,2021,Dance,6kH1sKkvgN4Yikake52glq,0.602,0.947,0,-1.613,1,0.0615,0.182,1.47e-05,0.132,0.808,110.055
98,"LOVE DAY(2021)(웹툰 ""바른 연애 길잡이"")","양요섭,정은지",22650,2021,Dance,382vwoXF6ksNuaPbMYiQy6,0.757,0.707,0,-3.186,1,0.0316,0.313,0,0.122,0.62,113.992
99,Dun Dun Dance,오마이걸,22899,2021,Dance,54HsCR7lJJdwxmEnTY1JfF,0.647,0.957,1,-0.384,0,0.0819,0.169,0,0.234,0.764,114.968
100,섹시한 남자,SPACE A,6068,2013,Dance,4KA4iwe4NeFptO6mnDfvbI,0.74,0.977,1,-1.695,0,0.164,0.049,0,0.184,0.761,132.002
101,ASAP,STAYC(스테이씨),22790,2021,Dance,5BXr7hYZQOeRttkeWYTq5S,0.764,0.802,0,-4.217,1,0.0351,0.102,0,0.189,0.323,132.02
102,화려한 싱글 (Clubmix Version),양혜승,9511,2003,Dance,1gUY50tATt2dguXnHaGfJv,0.648,0.978,5,-2.634,0,0.0352,0.00993,0.00623,0.136,0.941,138.015
103,다시 만난 세계,소녀시대,46023,2007,Dance,1RTW9UthqmZwr8Od6CH4i8,0.708,0.892,4,-1.964,0,0.0349,0.0706,0,0.114,0.623,108.031
104,사랑과 전쟁(Narr.하하),다비치,46352,2008,Dance,5obznrLSxCWiQQLxsechCe,0.65,0.857,1,-5.382,0,0.0573,0.0629,0,0.155,0.837,131.953
105,주문(Mirotic),동방신기,46439,2008,Dance,4BZhUnXvXYRQJPClr0hhIC,0.722,0.784,1,-2.411,0,0.0408,0.049,0,0.0895,0.705,99.985
106,거짓말,빅뱅,46034,2007,Dance,54SpjxPioot7g7hVfbrXHh,0.781,0.849,6,-5.644,1,0.0568,0.159,0,0.93,0.665,124.986
107,뻐꾸기 둥지위로 날아간 새,김건모,5221,1997,Dance,6ar1APgRyWIxHQotMgeYdM,0.693,0.931,6,-6.149,0,0.0611,0.00238,0.00104,0.0959,0.961,148.006
108,오늘도 난,이승철,4813,2003,Dance,7J3aEhSx3MlF6TEfu8STIc,0.795,0.83,2,-8.365,1,0.0801,0.00243,2.11e-06,0.161,0.769,132.066
109,라일락,아이유,28395,2021,Dance,5xrtzzzikpG3BLbo4q1Yul,0.738,0.89,2,-2.275,0,0.0748,0.0895,1.89e-06,0.213,0.75,114.942
110,Celebrity,아이유,28344,2021,Dance,4RewTiGEGoO7FWNZUmp1f4,0.73,0.784,9,-2.62,1,0.0691,0.191,0,0.0956,0.673,99.995
111,슈퍼맨,노라조,46489,2008,Dance,2m6A9zranmeW76Zvsi0aLN,0.567,0.985,11,-1.973,1,0.0696,0.0523,0,0.37,0.559,74.954
112,사랑을 했다 (LOVE SCENARIO),iKON,49801,2018,Dance,3d3ELsqKlQ7WA0a10Isu3l,0.806,0.707,7,-4.623,1,0.0307,0.331,0,0.294,0.746,118.009
113,Dynamite,방탄소년단,28017,2020,Dance,0t1kP63rueHleOhQkYSXFY,0.746,0.765,6,-4.41,0,0.0993,0.0112,0,0.0936,0.737,114.044
114,Fantastic Baby,빅뱅,77196,2012,Dance,26eV0R7nbqtlzh316ncU99,0.725,0.841,2,-3.924,1,0.0545,0.002,0,0.0652,0.582,130.013
115,어땠을까(Feat.박정현),PSY,77350,2012,Dance,5Kbpcd3hOqu4ZRAJNAjIcg,0.865,0.802,3,-3.853,1,0.0383,0.193,0,0.099,0.804,105.971
116,BUS 안에서,ZA ZA,4879,2020,Dance,04Yhqn2qD62oaoH6fnSbQf,0.542,0.925,3,-3.07,0,0.0396,0.002,0,0.354,0.511,133.974
117,마.피.아. In the morning,ITZY(있지),22860,2021,Dance,5712uOEqMoPURMtR2QtJGF,0.847,0.814,11,-4.668,0,0.152,0.0825,0.000507,0.0948,0.711,140.057
118,하루하루,빅뱅,83751,2008,Dance,1L4d2lafz1odpIMe8va21X,0.687,0.914,6,-5.02,1,0.0437,0.166,0,0.0858,0.675,126.001
119,Heaven,에일리,47649,2012,Dance,5raBru10U4qA2zexhixC4D,0.43,0.814,7,-3.667,1,0.123,0.702,2.52e-06,0.125,0.406,179.988
120,TTL(Time To Love),"티아라,초신성",46786,2009,Dance,4Mpl9b4soNq6nILUkDTZZv,0.647,0.937,9,-1.042,0,0.159,0.214,0,0.141,0.697,105.04
121,3! 4!,룰라,4184,1996,Dance,5ZRS1jfampQ4mVfNidYZfk,0.809,0.937,7,-3.766,1,0.0733,0.167,1.09e-05,0.0572,0.769,122.417
122,캔디,H.O.T,4843,1996,Dance,0K25zmumCzn2kFmh9zcLWy,0.741,0.977,10,-2.318,1,0.044,0.134,0,0.145,0.951,119.988
123,비가 오는 날엔,비스트,76916,2011,Dance,4Cdyx3bs8mMYVJWP3wHPXj,0.688,0.612,8,-6.303,0,0.0574,0.72,0,0.106,0.692,90.022
124,Run To You,DJ.DOC,6349,2000,Dance,0oDZXPwDPlx3EDVqoyBdSx,0.838,0.901,1,-3.436,1,0.0448,0.105,0,0.0414,0.813,132.041
125,Blueming,아이유,21290,2019,Dance,4Dr2hJ3EnVh2Aaot6fRwDO,0.819,0.674,0,-3.145,1,0.0587,0.0849,0,0.0667,0.682,106.032
126,흔들린 우정,홍경민,6411,2000,Dance,3dG8hABjshvQOkCtcq9k7R,0.698,0.954,6,-3.539,0,0.0428,0.132,0,0.0478,0.969,137.977
127,잔소리 (With 임슬옹 Of 2AM),아이유,76568,2010,Dance,1kODSVImpAKU1bbZvlNX2s,0.756,0.773,1,-4.332,1,0.0424,0.101,0,0.104,0.773,112.019
128,마지막 인사,빅뱅,46125,2007,Dance,7KDHGgYt5fF2Lh9FxMbVML,0.703,0.934,6,-2.92,0,0.167,0.0462,0,0.116,0.821,135.02
129,뿌요 뿌요,UP,4968,1997,Dance,25Eq3TZdiCyEzuI94kmZew,0.723,0.911,1,-4.651,0,0.159,0.0827,0,0.302,0.723,140.165
130,Ugly,2NE1(투애니원),47459,2011,Dance,5FahFQNnmxqiWzJbDNmeIY,0.652,0.852,8,-2.746,1,0.078,0.196,0,0.218,0.519,127.959
131,너랑 나,아이유,47581,2011,Dance,37S86pw74OH8j96ZmMnrpR,0.636,0.9,6,-3.568,1,0.0571,0.286,1.47e-06,0.0982,0.686,134.004
132,You And I,박봄,46829,2009,Dance,14Pn9Vd2GKwQrVYADgCZ5l,0.661,0.784,8,-3.729,1,0.0513,0.018,0.0837,0.0844,0.689,161.838
133,이브의 경고,박미경,3854,1994,Dance,2HZ8C7JkjJWSBA84bYaH1R,0.663,0.978,0,-2.623,1,0.0352,0.0601,0.00449,0.0784,0.62,136.374
134,Black Mamba,aespa,22347,2020,Dance,1t2qYCAjUAoGfeFeoBlK51,0.52,0.915,2,-2.862,1,0.103,0.0618,0.000946,0.0856,0.5,90.069
135,하루 끝,아이유,47737,2012,Dance,5m2tbM2w8mG76uwFgla2iF,0.65,0.79,10,-4.482,1,0.0294,0.0813,0,0.311,0.387,108.939
136,어푸 (Ah puh),아이유,28397,2021,Dance,1IJxbEXfgiKuRx6oXMX87e,0.954,0.732,6,-3.618,1,0.0445,0.0861,4.05e-06,0.0724,0.842,120.985
137,다시 여기 바닷가,싹쓰리,21998,2020,Dance,4L1MHK27ifT30Ndicpr7js,0.563,0.951,0,-1.693,0,0.123,0.0463,0,0.341,0.614,131.958
138,잠 못드는 밤 비는 내리고,김건모,1509,1992,Dance,6FkYXuozDHGdeMzvjpRjpG,0.693,0.788,7,-6.59,1,0.056,0.0644,0,0.0273,0.759,93.975
139,강남 스타일,PSY,47802,2012,Dance,1IcwO29M85zH84mf5DVzD7,0.671,0.944,6,-4.813,0,0.201,0.0288,0,0.119,0.704,131.968
140,HONEY (하니),박진영,5243,2006,Dance,5Tl3pavJASY16gGDhCoe4Q,0.822,0.571,1,-8.157,1,0.0501,0.00381,0.918,0.0434,0.842,116.996
141,사이렌,호미들,28350,2021,Hiphop,6mzkkz2p0Nyyp43Eedv4mS,0.77,0.536,4,-8.052,1,0.0805,0.865,0,0.103,0.642,140.015
142,죽일 놈(Guilty),다이나믹 듀오,84559,2009,Hiphop,0SPZ7y0fJiozsuWLSAocOl,0.755,0.665,1,-5.643,1,0.335,0.133,0,0.07,0.961,90.041
143,Ballerino(Feat.ALI),리쌍,45949,2007,Hiphop,2GPLS9GiUFWBrDohJmsAr5,0.688,0.779,7,-4.467,0,0.0487,0.218,0,0.352,0.716,95.041
144,트로트,에픽하이,86301,2009,Hiphop,70wgZo68FchHLJlGnCvvSK,0.782,0.597,4,-7.775,0,0.0344,0.0297,0,0.0986,0.729,99.967
145,VVS(Feat.Justhis) (Prod. Groovy Room),"미란이,먼치맨,쿤디..",28274,2020,Hiphop,2Zr0bYRHwWXi7eM2wuE6Aj,0.694,0.887,2,-2.592,0,0.119,0.0683,0,0.325,0.868,140.01
146,외톨이,아웃사이더,46679,2009,Hiphop,33ZvABHS83cF1LCupoJTKQ,0.726,0.918,0,-4.548,0,0.0906,0.318,0.000118,0.407,0.547,124.96
147,뿌리(Feat.Justhis) (Prod. Groovy Room),쿤디판다,22414,2020,Hiphop,6LSRHi9dycuaS83L0Yych1,0.74,0.903,7,-3.719,1,0.224,0.185,0,0.133,0.769,129.453
148,BAND,"창모,Hash Swan,ASH ISLAND,김효은",79865,2019,Hiphop,7GqAKBYPHaiLleRPu8z2op,0.792,0.616,11,-7.947,1,0.324,0.0516,0,0.0678,0.455,142.989
149,IndiGO,"Justhis,Kid Milli,NO:EL(장용준),Young B",91954,2018,Hiphop,5oxmx6B0kWTuCKgBzv8NpH,0.845,0.644,11,-2.94,1,0.319,0.216,0,0.157,0.443,153.943
150,낙원(Feat.이재훈),psy,9177,2002,Hiphop,1WEN0B8botK9MdPzgNG6pA,0.393,0.915,10,-4.963,1,0.119,0.226,0,0.883,0.213,104.027
151,붕붕(Feat.Sik-K) (Prod. Groovy Room),김하온,49878,2018,Hiphop,3uJN5Acv1WMsITAEvHuJox,0.823,0.697,0,-4.53,0,0.0533,0.443,0,0.085,0.929,136.03
152,몽환의 숲 (Feat.이루마),키네틱플로우,85135,2006,Hiphop,3rQRx89A7kGuyXMbE72WCa,0.738,0.648,4,-7.107,1,0.0515,0.051,1.25e-05,0.12,0.59,84.986
153,너에게 쓰는 편지,MC몽,9808,2004,Hiphop,7fRegG6DYNpGClPDCp851s,0.7,0.761,3,-4.976,1,0.058,0.436,0,0.116,0.705,99.933
154,챔피언,psy,9061,2002,Hiphop,2mwArTWljrY38D1cd243PB,0.481,0.89,1,-2.686,1,0.151,0.0524,0,0.119,0.687,180.123
155,멜로디,ASH ISLAND,22662,2021,Hiphop,6JeleVHUHrdvgiFESE33ZU,0.63,0.706,7,-4.434,0,0.0575,0.378,0,0.104,0.576,149.979
156,자니 (Feat.다이나믹 듀오),프라이머리,58559,2012,Hiphop,4OHq2ao4pXmGq9OOuP3lxb,0.737,0.605,1,-4.557,1,0.151,0.269,0,0.0898,0.802,99.905
157,Downtown Baby,블루(BLOO),93839,2019,Hiphop,61RF2qNzya48WZoS4k5uwp,0.551,0.619,4,-5.606,0,0.0651,0.349,0,0.109,0.28,177.879
158,Good Day(Feat.팔로알토) (Prod. 코드 쿤스트),"pH-1,Kid Milli,루피",89774,2018,Hiphop,6CxxgFhfvh5uz6h4l0ltzP,0.718,0.697,6,-4.091,0,0.268,0.35,0,0.224,0.475,154.995
159,METEOR,창모,21310,2019,Hiphop,4g6XOg9rvB55GCTJcYchOG,0.728,0.642,8,-4.989,1,0.0727,0.316,0,0.0834,0.755,185.795
160,Officially Missing You,긱스(Geeks),86884,2011,Hiphop,7CkjU55ROZSwb95dzGan0o,0.661,0.714,7,-5.524,1,0.114,0.641,0,0.287,0.775,92.979
161,어떻게 지내,오반,21607,2020,Hiphop,1ee336VqMtJzZzZKRqNXAK,0.652,0.77,11,-5.289,1,0.167,0.468,0,0.318,0.78,142.896
162,"내일이 오면(Feat. 기리보이,BIG Naughty..",릴보이,22400,2020,Hiphop,7K31QxS2DmTBxdYldd8yqf,0.776,0.597,9,-6.234,1,0.371,0.395,0,0.0664,0.495,78.283
163,"I Love U, Oh Thank U (Feat.김태우)",MC몽,64753,2005,Hiphop,7mvfmtD60HCP2sm7NqHkVG,0.694,0.839,1,-4.628,1,0.0812,0.0709,0,0.529,0.582,89.996
164,Selfmade Orange (Feat.수퍼비),창모,89681,2018,Hiphop,4Sj58SxB3Egh71Mzrm01aZ,0.834,0.747,5,-7.548,1,0.0607,0.123,0,0.112,0.22,128.994
165,"시차(We Are)(Feat. 로꼬,그레이(GRAY))",우원재,90515,2017,Hiphop,2SMq0lOqCTHayWa9juoI0d,0.756,0.808,7,-3.272,1,0.0752,0.147,0,0.129,0.685,100.018
166,아버지,PSY,69562,2005,Hiphop,67GqQCeymrQlNkciuANkuV,0.67,0.903,4,-4.239,1,0.152,0.0167,0,0.153,0.58,106.0
167,광대(With B.M.K),리쌍,69716,2005,Hiphop,3izvL676M3ICgZ9eVvnTRx,0.697,0.898,10,-3.222,0,0.178,0.243,0,0.136,0.654,160.815
168,"노 땡큐(Feat.MINO,Simon Dominic,The Quiett)",에픽하이,89429,2017,Hiphop,4DzJl3Pi6H7oOyinUwWDfr,0.823,0.754,7,-5.013,1,0.217,0.144,0,0.0784,0.693,97.973
169,아는 사람 얘기,San E,77723,2013,Hiphop,0LWlUOcUuxPZhj3hykvqlc,0.837,0.91,1,-3.742,1,0.138,0.22,0,0.339,0.849,94.998
170,그땐 그땐 그땐,"Supreme Team,영준",76694,2010,Hiphop,5SQPTxNUunDOhBMOggDmX7,0.808,0.862,0,-4.473,0,0.0933,0.422,0,0.349,0.775,120.015
171,"CREDIT(Feat. 염따,기리보이,Zion.T)",릴보이,28291,2020,Hiphop,2lHmx4nJOTGHx2PkEFMADF,0.655,0.543,10,-5.94,0,0.262,0.567,0,0.087,0.383,79.968
172,땡 땡 땡,Supreme Team,57953,2010,Hiphop,3Yf5Ca2EwSBI7wQIdGEPuR,0.578,0.904,7,-4.642,0,0.435,0.144,0,0.333,0.838,128.179
173,눈물 샤워(Feat.에일리),배치기,47978,2013,Hiphop,52cGvTZRU2w4vwMs0BbhuO,0.7,0.904,3,-2.661,0,0.0733,0.236,0,0.0466,0.5,111.951
174,악몽,ASH ISLAND,89961,2019,Hiphop,3uKoBRThCMtgKss90CiXQc,0.757,0.695,2,-7.94,1,0.413,0.786,1.83e-05,0.258,0.729,80.039
175,flex (Prod. By 기리보이),"기리보이,Kid Milli,NO:EL(장용준),스윙스",92050,2018,Hiphop,3tKtU9UOlNChXisFihGQ2G,0.871,0.786,7,-2.28,1,0.0846,0.177,0,0.0548,0.948,146.938
176,아무 노래,Zico,21447,2020,Hiphop,1iIhGHzzrzqQfuNkFI2qAn,0.874,0.787,10,-2.416,0,0.129,0.118,0,0.11,0.896,108.007
177,검은 행복,윤미래,85403,2007,Hiphop,3gpwEXhh8o08MWQukS9bVz,0.625,0.622,7,-6.102,0,0.102,0.152,0,0.37,0.476,91.073
178,"아퍼(Feat.Kid Milli,Lil tachi,김승민,NO:EL,씨..",기리보이,79873,2019,Hiphop,1CJweyedfMbIab2O3Jc8K8,0.814,0.807,6,-4.201,0,0.184,0.308,0,0.119,0.621,129.936
179,빌었어,창모,27362,2020,Hiphop,2iGE15tDX1YR1uegNyxaB3,0.599,0.488,3,-7.576,1,0.2,0.597,0,0.316,0.278,129.845
180,행복,오반,92634,2018,Hiphop,23F5idO5E81O3VatxedjQM,0.577,0.627,4,-5.204,1,0.0785,0.937,0,0.111,0.718,118.935
181,문제아 (Full Ver.),"수퍼비,UNEDUCA...",97857,2019,Hiphop,4hru8jF2LrRpPaLri7fOAz,0.619,0.875,11,-2.111,1,0.258,0.111,0,0.218,0.368,74.231
182,Y(Please Tell Me Why),Free Style,68418,2004,Hiphop,1nk9moKBnrWMsXoHxnaeJd,0.708,0.432,5,-7.113,0,0.0556,0.81,5.98e-05,0.154,0.628,79.986
183,죽을 만큼 아파서 (Feat.Mellow),MC몽,47068,2010,Hiphop,5PaUW7tmYvVZzTMGG4uqcP,0.663,0.835,7,-5.701,0,0.0741,0.488,1.4e-06,0.386,0.512,123.973
184,400km (Feat.Kid Milli),한요한,27605,2020,Hiphop,5PFqdHy3b9PGgfns2uVpE6,0.662,0.876,1,-0.8,1,0.0459,0.0167,0,0.105,0.258,82.486
185,Freak (Prod. Slom),"릴보이,원슈타인,..",28272,2020,Hiphop,1QirEjVFJfxqXXgdF2YC1g,0.871,0.563,11,-6.047,0,0.274,0.1,0,0.101,0.532,105.004
186,"""+82 Bars",수퍼비,90929,2018,Hiphop,2J5fF0d4ePNQfPRIS1LGJU,0.781,0.818,1,-2.234,1,0.228,0.0309,0,0.137,0.444,143.016
